Source Name	Characteristics [Organism]	Term Source REF	Description	Sample Name	Protocol REF	Extract Name	Material Type	Term Source REF	Protocol REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]	
GSE8192GSM201191	Homo sapiens	mo	HeLa shLuc+ 90min 1:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201191 sample	P-G8192-3	GSE8192GSM201191 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201191 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 90min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 90min 1	GSM201191.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201174	Homo sapiens	mo	HeLa shLuc+ STV 2:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201174 sample	P-G8192-3	GSE8192GSM201174 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201174 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ STV 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ STV 2	GSM201174.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201148	Homo sapiens	mo	HeLa shRHAU+ 60min 1:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201148 sample	P-G8192-3	GSE8192GSM201148 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201148 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 60min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 60min 1	GSM201148.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201159	Homo sapiens	mo	HeLa shRHAU+ 30min 2:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, 30 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201159 sample	P-G8192-3	GSE8192GSM201159 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201159 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 30min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 30min 2	GSM201159.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201182	Homo sapiens	mo	HeLa shLuc- 60min 2:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201182 sample	P-G8192-3	GSE8192GSM201182 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201182 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 60min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 60min 2	GSM201182.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201095	Homo sapiens	mo	HeLa shRHAU- 0min 1:  This is the control sample without expression of the short hairpin shRHAU at actinomycin time zero. Strain: HeLa; Gender: Female	GSE8192GSM201095 sample	P-G8192-2	GSE8192GSM201095 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201095 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 0min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 0min 1	GSM201095.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201169	Homo sapiens	mo	HeLa shLuc+ 0min 1:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA. Strain: HeLa; Gender: Female	GSE8192GSM201169 sample	P-G8192-3	GSE8192GSM201169 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201169 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 0min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 0min 1	GSM201169.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201178	Homo sapiens	mo	HeLa shLuc+ STV 3:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201178 sample	P-G8192-3	GSE8192GSM201178 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201178 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ STV 3	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ STV 3	GSM201178.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201189	Homo sapiens	mo	HeLa shLuc+ 60min 1:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201189 sample	P-G8192-3	GSE8192GSM201189 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201189 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 60min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 60min 1	GSM201189.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201133	Homo sapiens	mo	HeLa shRHAU- 60min 1:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201133 sample	P-G8192-3	GSE8192GSM201133 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201133 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 60min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 60min 1	GSM201133.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
